"","stimulus","context","response","longWord","shortWord","order","workerid"
"1768","LongShort 39","neut","short","United States","U.S.","longfirst",46
"1769","LongShort 10","supp","short","rhinoceros","rhino","longfirst",46
"1770","LongShort 28","supp","long","laboratory","lab","longfirst",46
"1771","LongShort 21","neut","short","television","TV","longfirst",46
"1772","LongShort 40","supp","short","United Nations","U.N.","longfirst",46
"1773","LongShort 7","supp","short","fraternity","frat","longfirst",46
"1774","LongShort 37","supp","short","quadrangle","quad","longfirst",46
"1775","LongShort 2","neut","short","bicycle","bike","shortfirst",46
"1776","LongShort 36","supp","short","quadriceps","quads","longfirst",46
"1777","LongShort 35","neut","short","hamburger","burger","shortfirst",46
"1778","LongShort 14","supp","long","saxophone","sax","longfirst",46
"1779","LongShort 32","supp","long","Coca-Cola","Coke","shortfirst",46
"1780","LongShort 27","neut","long","microphone","mic","shortfirst",46
"1781","LongShort 19","supp","short","kilogram","kilo","shortfirst",46
"1782","LongShort 13","neut","long","limousine","limo","longfirst",46
"1783","LongShort 31","supp","short","mayonnaise","mayo","longfirst",46
"1784","LongShort 20","supp","long","chemotherapy","chemo","longfirst",46
"1785","LongShort 22","neut","long","carbohydrates","carbs","shortfirst",46
"1786","LongShort 12","neut","long","pornography","porn","shortfirst",46
"1787","LongShort 6","supp","short","photograph","photo","shortfirst",46
"1788","LongShort 8","neut","long","refrigerator","fridge","longfirst",46
"1789","LongShort 5","neut","long","memorandum","memo","shortfirst",46
"1790","LongShort 33","supp","short","milkshake","shake","shortfirst",46
"1791","LongShort 16","supp","short","telephone","phone","shortfirst",46
"1792","LongShort 1","supp","long","mathematics","math","shortfirst",46
"1793","LongShort 9","neut","short","hippopotamus","hippo","shortfirst",46
"1794","LongShort 11","neut","long","chimpanzee","chimp","longfirst",46
"1795","LongShort 3","supp","short","examination","exam","longfirst",46
"1796","LongShort 4","supp","long","dormitory","dorm","longfirst",46
"1797","LongShort 26","supp","short","United Kingdom","U.K.","longfirst",46
"1798","LongShort 25","neut","long","gasoline","gas","longfirst",46
"1799","LongShort 18","neut","long","undergraduate","undergrad","shortfirst",46
"1800","LongShort 38","supp","short","emergency room","ER","shortfirst",46
"1801","LongShort 15","supp","long","cockroach","roach","longfirst",47
"1802","LongShort 39","supp","long","United States","U.S.","longfirst",47
"1803","LongShort 1","neut","long","mathematics","math","longfirst",47
"1804","LongShort 28","neut","long","laboratory","lab","shortfirst",47
"1805","LongShort 25","neut","long","gasoline","gas","longfirst",47
"1806","LongShort 32","neut","long","Coca-Cola","Coke","longfirst",47
"1807","LongShort 35","supp","long","hamburger","burger","longfirst",47
"1808","LongShort 3","supp","short","examination","exam","longfirst",47
"1809","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",47
"1810","LongShort 33","supp","long","milkshake","shake","shortfirst",47
"1811","LongShort 4","neut","short","dormitory","dorm","shortfirst",47
"1812","LongShort 8","supp","long","refrigerator","fridge","longfirst",47
"1813","LongShort 30","neut","short","identification","ID","shortfirst",47
"1814","LongShort 19","supp","long","kilogram","kilo","longfirst",47
"1815","LongShort 27","supp","long","microphone","mic","shortfirst",47
"1816","LongShort 9","supp","short","hippopotamus","hippo","longfirst",47
"1817","LongShort 36","neut","long","quadriceps","quads","longfirst",47
"1818","LongShort 34","neut","long","veterinarian","vet","longfirst",47
"1819","LongShort 23","neut","short","advertisement","ad","shortfirst",47
"1820","LongShort 6","supp","long","photograph","photo","longfirst",47
"1821","LongShort 24","supp","long","air conditioning","A/C","shortfirst",47
"1822","LongShort 31","supp","long","mayonnaise","mayo","longfirst",47
"1823","LongShort 2","supp","long","bicycle","bike","shortfirst",47
"1824","LongShort 29","neut","long","Labrador","Lab","shortfirst",47
"1825","LongShort 20","supp","long","chemotherapy","chemo","longfirst",47
"1826","LongShort 37","supp","short","quadrangle","quad","shortfirst",47
"1827","LongShort 12","supp","short","pornography","porn","shortfirst",47
"1828","LongShort 26","neut","long","United Kingdom","U.K.","shortfirst",47
"1829","LongShort 38","neut","long","emergency room","ER","longfirst",47
"1830","LongShort 21","supp","short","television","TV","longfirst",47
"1831","LongShort 11","neut","long","chimpanzee","chimp","shortfirst",47
"1832","LongShort 22","supp","short","carbohydrates","carbs","longfirst",47
"1833","LongShort 7","neut","long","fraternity","frat","shortfirst",47
"1834","LongShort 16","supp","short","telephone","phone","shortfirst",47
"1835","LongShort 5","supp","short","memorandum","memo","longfirst",47
"1836","LongShort 10","supp","short","rhinoceros","rhino","shortfirst",47
"1837","LongShort 17","neut","long","referee","ref","longfirst",47
"1838","LongShort 40","neut","long","United Nations","U.N.","longfirst",47
"1839","LongShort 14","supp","long","saxophone","sax","shortfirst",47
"1840","LongShort 13","supp","short","limousine","limo","shortfirst",47
"1841","LongShort 33","neut","short","milkshake","shake","shortfirst",48
"1842","LongShort 36","neut","short","quadriceps","quads","longfirst",48
"1843","LongShort 15","neut","long","cockroach","roach","longfirst",48
"1844","LongShort 39","neut","long","United States","U.S.","shortfirst",48
"1845","LongShort 12","neut","long","pornography","porn","longfirst",48
"1846","LongShort 38","supp","short","emergency room","ER","longfirst",48
"1847","LongShort 9","neut","long","hippopotamus","hippo","shortfirst",48
"1848","LongShort 37","supp","short","quadrangle","quad","longfirst",48
"1849","LongShort 21","supp","long","television","TV","longfirst",48
"1850","LongShort 35","supp","long","hamburger","burger","shortfirst",48
"1851","LongShort 29","supp","short","Labrador","Lab","longfirst",48
"1852","LongShort 7","supp","long","fraternity","frat","longfirst",48
"1853","LongShort 40","neut","short","United Nations","U.N.","longfirst",48
"1854","LongShort 11","supp","long","chimpanzee","chimp","longfirst",48
"1855","LongShort 13","neut","long","limousine","limo","shortfirst",48
"1856","LongShort 2","neut","short","bicycle","bike","longfirst",48
"1857","LongShort 30","supp","short","identification","ID","longfirst",48
"1858","LongShort 25","supp","long","gasoline","gas","shortfirst",48
"1859","LongShort 5","supp","short","memorandum","memo","shortfirst",48
"1860","LongShort 16","neut","long","telephone","phone","shortfirst",48
"1861","LongShort 31","supp","short","mayonnaise","mayo","shortfirst",48
"1862","LongShort 19","supp","short","kilogram","kilo","shortfirst",48
"1863","LongShort 22","neut","long","carbohydrates","carbs","shortfirst",48
"1864","LongShort 4","supp","short","dormitory","dorm","longfirst",48
"1865","LongShort 28","neut","short","laboratory","lab","longfirst",48
"1866","LongShort 1","supp","long","mathematics","math","longfirst",48
"1867","LongShort 17","supp","short","referee","ref","shortfirst",48
"1868","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",48
"1869","LongShort 6","neut","short","photograph","photo","longfirst",48
"1870","LongShort 14","supp","long","saxophone","sax","shortfirst",48
"1871","LongShort 32","supp","short","Coca-Cola","Coke","longfirst",48
"1872","LongShort 18","supp","short","undergraduate","undergrad","longfirst",48
"1873","LongShort 24","neut","long","air conditioning","A/C","shortfirst",48
"1874","LongShort 8","supp","long","refrigerator","fridge","longfirst",48
"1875","LongShort 34","supp","long","veterinarian","vet","longfirst",48
"1876","LongShort 26","supp","short","United Kingdom","U.K.","shortfirst",48
"1877","LongShort 3","neut","short","examination","exam","longfirst",48
"1878","LongShort 10","supp","long","rhinoceros","rhino","longfirst",48
"1879","LongShort 27","neut","long","microphone","mic","shortfirst",48
"1880","LongShort 23","supp","long","advertisement","ad","longfirst",48
"1881","LongShort 38","supp","short","emergency room","ER","longfirst",49
"1882","LongShort 11","supp","long","chimpanzee","chimp","shortfirst",49
"1883","LongShort 32","neut","short","Coca-Cola","Coke","longfirst",49
"1884","LongShort 31","supp","long","mayonnaise","mayo","longfirst",49
"1885","LongShort 20","supp","long","chemotherapy","chemo","longfirst",49
"1886","LongShort 3","neut","short","examination","exam","shortfirst",49
"1887","LongShort 24","supp","short","air conditioning","A/C","longfirst",49
"1888","LongShort 30","supp","short","identification","ID","shortfirst",49
"1889","LongShort 2","neut","long","bicycle","bike","longfirst",49
"1890","LongShort 10","neut","long","rhinoceros","rhino","shortfirst",49
"1891","LongShort 1","neut","long","mathematics","math","longfirst",49
"1892","LongShort 16","supp","short","telephone","phone","shortfirst",49
"1893","LongShort 8","supp","short","refrigerator","fridge","longfirst",49
"1894","LongShort 17","neut","long","referee","ref","shortfirst",49
"1895","LongShort 22","neut","short","carbohydrates","carbs","shortfirst",49
"1896","LongShort 19","supp","long","kilogram","kilo","longfirst",49
"1897","LongShort 40","supp","short","United Nations","U.N.","shortfirst",49
"1898","LongShort 9","supp","long","hippopotamus","hippo","longfirst",49
"1899","LongShort 35","supp","long","hamburger","burger","shortfirst",49
"1900","LongShort 28","neut","long","laboratory","lab","longfirst",49
"1901","LongShort 15","neut","long","cockroach","roach","longfirst",49
"1902","LongShort 6","supp","long","photograph","photo","longfirst",49
"1903","LongShort 21","supp","short","television","TV","longfirst",49
"1904","LongShort 27","neut","long","microphone","mic","longfirst",49
"1905","LongShort 26","supp","short","United Kingdom","U.K.","longfirst",49
"1906","LongShort 23","neut","long","advertisement","ad","longfirst",49
"1907","LongShort 34","neut","long","veterinarian","vet","longfirst",49
"1908","LongShort 29","supp","short","Labrador","Lab","shortfirst",49
"1909","LongShort 13","supp","long","limousine","limo","shortfirst",49
"1910","LongShort 5","neut","long","memorandum","memo","shortfirst",49
"1911","LongShort 12","neut","long","pornography","porn","longfirst",49
"1912","LongShort 36","supp","short","quadriceps","quads","shortfirst",49
"1913","LongShort 18","supp","long","undergraduate","undergrad","longfirst",49
"1914","LongShort 25","neut","short","gasoline","gas","shortfirst",49
"1915","LongShort 7","supp","long","fraternity","frat","longfirst",49
"1916","LongShort 4","supp","long","dormitory","dorm","longfirst",49
"1917","LongShort 33","supp","long","milkshake","shake","shortfirst",49
"1918","LongShort 14","neut","long","saxophone","sax","shortfirst",49
"1919","LongShort 37","supp","short","quadrangle","quad","longfirst",49
"1920","LongShort 39","supp","long","United States","U.S.","longfirst",49
"1921","LongShort 5","supp","short","memorandum","memo","shortfirst",50
"1922","LongShort 29","supp","long","Labrador","Lab","longfirst",50
"1923","LongShort 30","neut","short","identification","ID","longfirst",50
"1924","LongShort 25","neut","short","gasoline","gas","shortfirst",50
"1925","LongShort 34","supp","short","veterinarian","vet","shortfirst",50
"1926","LongShort 3","neut","short","examination","exam","shortfirst",50
"1927","LongShort 1","supp","short","mathematics","math","shortfirst",50
"1928","LongShort 7","supp","long","fraternity","frat","longfirst",50
"1929","LongShort 17","neut","long","referee","ref","longfirst",50
"1930","LongShort 32","supp","short","Coca-Cola","Coke","longfirst",50
"1931","LongShort 36","neut","short","quadriceps","quads","shortfirst",50
"1932","LongShort 37","neut","short","quadrangle","quad","longfirst",50
"1933","LongShort 31","supp","short","mayonnaise","mayo","longfirst",50
"1934","LongShort 40","supp","short","United Nations","U.N.","longfirst",50
"1935","LongShort 14","neut","long","saxophone","sax","longfirst",50
"1936","LongShort 28","neut","long","laboratory","lab","shortfirst",50
"1937","LongShort 38","neut","short","emergency room","ER","shortfirst",50
"1938","LongShort 24","neut","short","air conditioning","A/C","longfirst",50
"1939","LongShort 22","neut","short","carbohydrates","carbs","shortfirst",50
"1940","LongShort 18","supp","short","undergraduate","undergrad","longfirst",50
"1941","LongShort 9","supp","short","hippopotamus","hippo","longfirst",50
"1942","LongShort 11","neut","long","chimpanzee","chimp","shortfirst",50
"1943","LongShort 10","supp","long","rhinoceros","rhino","shortfirst",50
"1944","LongShort 13","supp","long","limousine","limo","shortfirst",50
"1945","LongShort 2","supp","long","bicycle","bike","longfirst",50
"1946","LongShort 21","neut","short","television","TV","shortfirst",50
"1947","LongShort 15","neut","long","cockroach","roach","shortfirst",50
"1948","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",50
"1949","LongShort 39","supp","short","United States","U.S.","shortfirst",50
"1950","LongShort 12","neut","long","pornography","porn","shortfirst",50
"1951","LongShort 16","supp","short","telephone","phone","shortfirst",50
"1952","LongShort 8","neut","short","refrigerator","fridge","longfirst",50
"1953","LongShort 33","supp","long","milkshake","shake","shortfirst",50
"1954","LongShort 27","neut","long","microphone","mic","longfirst",50
"1955","LongShort 23","neut","short","advertisement","ad","longfirst",50
"1956","LongShort 35","supp","long","hamburger","burger","shortfirst",50
"1957","LongShort 6","neut","short","photograph","photo","shortfirst",50
"1958","LongShort 19","supp","short","kilogram","kilo","longfirst",50
"1959","LongShort 4","neut","short","dormitory","dorm","shortfirst",50
"1960","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",50
